Data as of,Start week,End Week,Group,State,Indicator,COVID Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID Deaths",Footnote
05/12/2020,04/11/2020,04/11/2020,By week,North Carolina,Week-ending,,,0.01,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,North Carolina,Week-ending,12,13,0,,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,North Carolina,Week-ending,,,0,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/12/2020,05/09/2020,05/09/2020,By week,North Carolina,Week-ending,0,0,0,0,0,0,0,
05/12/2020,02/01/2020,02/01/2020,By week,North Dakota,Week-ending,0,130,1.02,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,North Dakota,Week-ending,0,137,1.07,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,North Dakota,Week-ending,0,145,1.19,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,North Dakota,Week-ending,0,174,1,11,0,0,11,
05/12/2020,02/29/2020,02/29/2020,By week,North Dakota,Week-ending,0,149,1.16,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,North Dakota,Week-ending,0,163,1.02,17,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,North Dakota,Week-ending,0,140,0.92,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,North Dakota,Week-ending,0,119,0.63,20,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,North Dakota,Week-ending,,88,0.58,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,North Dakota,Week-ending,,81,0.58,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,North Dakota,Week-ending,,94,0.74,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,North Dakota,Week-ending,,103,0.71,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,North Dakota,Week-ending,,102,0.66,14,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,North Dakota,Week-ending,,86,0.23,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,North Dakota,Week-ending,,32,0,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Ohio,Week-ending,0,2483,0.99,124,0,26,150,
05/12/2020,02/08/2020,02/08/2020,By week,Ohio,Week-ending,0,2524,0.96,128,0,18,146,
05/12/2020,02/15/2020,02/15/2020,By week,Ohio,Week-ending,0,2465,1.01,137,0,23,160,
05/12/2020,02/22/2020,02/22/2020,By week,Ohio,Week-ending,0,2499,0.96,118,0,19,137,
05/12/2020,02/29/2020,02/29/2020,By week,Ohio,Week-ending,0,2424,0.96,120,0,30,150,
05/12/2020,03/07/2020,03/07/2020,By week,Ohio,Week-ending,0,2401,0.92,133,0,20,153,
05/12/2020,03/14/2020,03/14/2020,By week,Ohio,Week-ending,,2329,0.86,128,,38,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Ohio,Week-ending,,2130,0.89,136,,21,162,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Ohio,Week-ending,30,2209,0.96,161,10,21,202,
05/12/2020,04/04/2020,04/04/2020,By week,Ohio,Week-ending,106,2360,0.96,183,46,,251,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Ohio,Week-ending,146,2439,0.93,217,65,,304,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Ohio,Week-ending,178,2247,0.77,200,88,,294,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Ohio,Week-ending,100,1826,0.45,124,46,,182,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Ohio,Week-ending,44,1023,0.15,48,15,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Ohio,Week-ending,,356,0,16,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Oklahoma,Week-ending,0,719,0.92,65,0,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Oklahoma,Week-ending,0,797,0.91,56,0,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Oklahoma,Week-ending,0,777,0.84,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Oklahoma,Week-ending,0,740,0.94,67,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Oklahoma,Week-ending,0,778,0.96,69,0,13,82,
05/12/2020,03/07/2020,03/07/2020,By week,Oklahoma,Week-ending,,783,0.92,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Oklahoma,Week-ending,0,769,0.96,71,0,16,87,
05/12/2020,03/21/2020,03/21/2020,By week,Oklahoma,Week-ending,,787,1,70,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Oklahoma,Week-ending,16,803,0.97,73,,10,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Oklahoma,Week-ending,37,722,1.03,84,17,,107,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Oklahoma,Week-ending,46,773,0.93,86,22,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Oklahoma,Week-ending,40,692,0.76,63,14,,91,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Oklahoma,Week-ending,26,563,0.41,47,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Oklahoma,Week-ending,,305,0.07,20,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Oklahoma,Week-ending,0,51,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Oregon,Week-ending,0,724,0.99,34,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Oregon,Week-ending,0,725,1.04,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Oregon,Week-ending,0,776,1.02,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Oregon,Week-ending,0,727,1,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Oregon,Week-ending,0,730,1.05,32,0,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Oregon,Week-ending,0,778,0.97,35,0,10,45,
05/12/2020,03/14/2020,03/14/2020,By week,Oregon,Week-ending,,731,0.99,39,0,12,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Oregon,Week-ending,,755,1.03,52,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Oregon,Week-ending,14,746,1.01,43,,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Oregon,Week-ending,22,737,0.97,50,,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Oregon,Week-ending,21,706,0.86,50,11,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Oregon,Week-ending,20,611,0.71,31,,0,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Oregon,Week-ending,16,514,0.42,27,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Oregon,Week-ending,,291,0.12,,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Oregon,Week-ending,0,81,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Pennsylvania,Week-ending,0,1953,0.69,106,0,12,118,
05/12/2020,02/08/2020,02/08/2020,By week,Pennsylvania,Week-ending,0,1961,0.67,91,0,13,104,
05/12/2020,02/15/2020,02/15/2020,By week,Pennsylvania,Week-ending,0,1932,0.66,117,0,14,131,
05/12/2020,02/22/2020,02/22/2020,By week,Pennsylvania,Week-ending,0,1915,0.69,100,0,16,116,
05/12/2020,02/29/2020,02/29/2020,By week,Pennsylvania,Week-ending,0,1966,0.69,98,0,14,112,
05/12/2020,03/07/2020,03/07/2020,By week,Pennsylvania,Week-ending,0,1935,0.73,106,0,27,133,
05/12/2020,03/14/2020,03/14/2020,By week,Pennsylvania,Week-ending,0,2055,0.79,120,0,24,144,
05/12/2020,03/21/2020,03/21/2020,By week,Pennsylvania,Week-ending,,2190,0.93,163,,21,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Pennsylvania,Week-ending,50,2560,1.04,189,26,20,233,
05/12/2020,04/04/2020,04/04/2020,By week,Pennsylvania,Week-ending,183,2825,1.2,261,77,10,377,
05/12/2020,04/11/2020,04/11/2020,By week,Pennsylvania,Week-ending,554,3212,1.21,428,226,,757,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Pennsylvania,Week-ending,725,3249,0.71,425,269,,883,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Pennsylvania,Week-ending,420,1863,0.69,232,158,,496,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Pennsylvania,Week-ending,74,1782,0.4,121,29,0,166,
05/12/2020,05/09/2020,05/09/2020,By week,Pennsylvania,Week-ending,109,1001,0,92,45,0,156,
05/12/2020,02/01/2020,02/01/2020,By week,Rhode Island,Week-ending,0,218,1.11,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Rhode Island,Week-ending,0,242,0.77,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Rhode Island,Week-ending,0,181,0.91,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Rhode Island,Week-ending,0,203,1.17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Rhode Island,Week-ending,0,235,1.17,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Rhode Island,Week-ending,0,247,0.87,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Rhode Island,Week-ending,0,191,1.02,10,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Rhode Island,Week-ending,0,207,0.85,18,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Rhode Island,Week-ending,,176,1.04,11,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Rhode Island,Week-ending,16,204,0.87,13,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Rhode Island,Week-ending,30,189,0.94,16,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Rhode Island,Week-ending,49,184,0.47,26,17,0,58,
05/12/2020,04/25/2020,04/25/2020,By week,Rhode Island,Week-ending,27,98,0.16,14,10,0,31,
05/12/2020,05/02/2020,05/02/2020,By week,Rhode Island,Week-ending,,33,0.01,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Rhode Island,Week-ending,0,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,South Carolina,Week-ending,0,1029,1.05,59,0,11,70,
05/12/2020,02/08/2020,02/08/2020,By week,South Carolina,Week-ending,0,1094,0.98,60,0,17,77,
05/12/2020,02/15/2020,02/15/2020,By week,South Carolina,Week-ending,0,1000,1.02,69,0,16,85,
05/12/2020,02/22/2020,02/22/2020,By week,South Carolina,Week-ending,0,1033,1.05,48,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,South Carolina,Week-ending,0,1039,1.19,57,0,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,South Carolina,Week-ending,0,1126,1.11,63,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,South Carolina,Week-ending,0,1097,1.09,53,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,South Carolina,Week-ending,,1065,1.03,57,,,66,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,South Carolina,Week-ending,18,1024,1.08,77,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,South Carolina,Week-ending,35,1034,1.14,81,17,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,South Carolina,Week-ending,51,1108,1.06,77,18,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,South Carolina,Week-ending,43,1008,0.97,72,15,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,South Carolina,Week-ending,37,885,0.65,63,12,0,88,
05/12/2020,05/02/2020,05/02/2020,By week,South Carolina,Week-ending,,592,0.14,33,,0,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,South Carolina,Week-ending,,128,0,12,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,South Dakota,Week-ending,0,162,0.86,10,0,0,10,
05/12/2020,02/08/2020,02/08/2020,By week,South Dakota,Week-ending,0,149,1.06,15,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,South Dakota,Week-ending,0,177,1.05,11,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,South Dakota,Week-ending,0,174,0.97,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,South Dakota,Week-ending,0,161,1.11,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,South Dakota,Week-ending,0,191,0.96,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,South Dakota,Week-ending,,166,0.95,11,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,South Dakota,Week-ending,0,160,0.92,12,0,0,12,
05/12/2020,03/28/2020,03/28/2020,By week,South Dakota,Week-ending,,144,1.04,15,0,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,South Dakota,Week-ending,,164,0.91,18,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,South Dakota,Week-ending,,145,0.9,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,South Dakota,Week-ending,,144,0.9,,0,,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,South Dakota,Week-ending,,144,0.67,11,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,South Dakota,Week-ending,10,96,0.16,,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,South Dakota,Week-ending,0,26,0,0,0,0,0,
05/12/2020,02/01/2020,02/01/2020,By week,Tennessee,Week-ending,0,1582,1.05,126,0,12,138,
05/12/2020,02/08/2020,02/08/2020,By week,Tennessee,Week-ending,0,1604,0.9,123,0,14,137,
05/12/2020,02/15/2020,02/15/2020,By week,Tennessee,Week-ending,0,1440,0.97,114,0,14,128,
05/12/2020,02/22/2020,02/22/2020,By week,Tennessee,Week-ending,0,1503,0.99,98,0,10,108,
05/12/2020,02/29/2020,02/29/2020,By week,Tennessee,Week-ending,0,1484,1.08,109,0,15,124,
05/12/2020,03/07/2020,03/07/2020,By week,Tennessee,Week-ending,0,1597,1.08,118,0,13,131,
05/12/2020,03/14/2020,03/14/2020,By week,Tennessee,Week-ending,0,1568,1.01,104,0,12,116,
05/12/2020,03/21/2020,03/21/2020,By week,Tennessee,Week-ending,,1500,1.03,110,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Tennessee,Week-ending,,1490,1.04,118,,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Tennessee,Week-ending,51,1523,0.99,131,20,,171,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Tennessee,Week-ending,50,1455,1,136,30,,159,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Tennessee,Week-ending,31,1445,0.89,103,14,0,120,
05/12/2020,04/25/2020,04/25/2020,By week,Tennessee,Week-ending,15,1245,0.6,87,,0,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Tennessee,Week-ending,,870,0.17,46,,0,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Tennessee,Week-ending,,241,0,15,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Texas,Week-ending,0,4153,1,275,0,30,305,
05/12/2020,02/08/2020,02/08/2020,By week,Texas,Week-ending,0,4303,1.01,281,0,37,318,
05/12/2020,02/15/2020,02/15/2020,By week,Texas,Week-ending,0,4320,0.99,298,0,44,342,
05/12/2020,02/22/2020,02/22/2020,By week,Texas,Week-ending,0,4178,0.99,278,0,35,313,
05/12/2020,02/29/2020,02/29/2020,By week,Texas,Week-ending,0,4114,1.01,298,0,39,337,
05/12/2020,03/07/2020,03/07/2020,By week,Texas,Week-ending,0,4133,0.98,273,0,38,311,
05/12/2020,03/14/2020,03/14/2020,By week,Texas,Week-ending,0,4097,1.03,299,0,34,333,
05/12/2020,03/21/2020,03/21/2020,By week,Texas,Week-ending,10,4175,1.04,322,,23,350,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Texas,Week-ending,41,4168,1.04,338,14,17,380,
05/12/2020,04/04/2020,04/04/2020,By week,Texas,Week-ending,110,4048,1.07,347,40,,423,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Texas,Week-ending,173,4066,1.01,381,65,,493,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Texas,Week-ending,179,3885,0.91,360,90,,451,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Texas,Week-ending,115,3485,0.54,237,46,,312,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Texas,Week-ending,30,2052,0.1,135,15,,153,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Texas,Week-ending,,373,0,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Utah,Week-ending,0,359,0.78,18,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Utah,Week-ending,0,289,1.06,16,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Utah,Week-ending,0,412,0.99,14,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Utah,Week-ending,0,365,1.02,16,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/29/2020,02/29/2020,By week,Utah,Week-ending,0,393,1.03,31,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/07/2020,03/07/2020,By week,Utah,Week-ending,0,401,1,30,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/14/2020,03/14/2020,By week,Utah,Week-ending,0,403,1.11,22,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/21/2020,03/21/2020,By week,Utah,Week-ending,0,410,1.04,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,03/28/2020,03/28/2020,By week,Utah,Week-ending,,394,1.15,34,0,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/04/2020,04/04/2020,By week,Utah,Week-ending,11,405,1.05,32,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/11/2020,04/11/2020,By week,Utah,Week-ending,,376,1.02,16,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,386,1.05,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,13,398,0.89,16,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,,317,0.31,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,0,112,0,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.99,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,1.06,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/12/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,1.2,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
